id,name,category,sn,status,location
Non-PPC000776,"10 Station Hydraulic Remote Stand",Valves,Nothing,Available,"Red Deer"
PPC045163,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-11,Available,"Red Deer"
PPC045164,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-12,Available,"Red Deer"
PPC045165,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-13,Available,"Red Deer"
PPC045166,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-14,Available,"Red Deer"
PPC045167,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-15,Available,"Red Deer"
PPC045168,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-16,Available,"Red Deer"
PPC045169,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-17,Available,"Red Deer"
PPC045170,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-18,Available,"Red Deer"
PPC045171,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-19,Available,"Red Deer"
PPC045172,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-20,Available,"Red Deer"
PPC045173,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-34,New,"Red Deer"
PPC045174,"3"" DC-15 | 45 Degree Fitting",Valves,AK921-35,Available,"Red Deer"
PPC047713,"4 Station Hydraulic Remote Stand",Valves,,Available,"Grand Prairie"
PPC047714,"4 Station Hydraulic Remote Stand",Valves,,Available,Nisku
PPC047715,"4 Station Hydraulic Remote Stand",Valves,,Available,Nisku
PPC047716,"4 Station Hydraulic Remote Stand",Valves,,Available,Nisku
PPC033862,"45 Degree Double Swivel",Valves,19005409019.0,Available,"Grand Prairie"
PPC046517,"45 Degree Elbow | 7-1/16"" 15K",Valves,PL23L752,Available,"Red Deer"
"PPC 023295","5-1/8"" 15K Cross(4-Way)",Valves,I16294-3-002,Available,"Red Deer"
PPC034590,"5-1/8"" 15K Cross(4-Way)",Valves,F25651-2-001,Available,"Grand Prairie"
PPC040802,"5-1/8"" 15K Cross(4-Way)",Valves,JPTD220115-2-007,Available,"Red Deer"
PPC041467,"5-1/8"" 15K Cross(4-Way)",Valves,F27066-2-002,Available,"Red Deer"
PPC041469,"5-1/8"" 15K Cross(4-Way)",Valves,F26412-1-006,Available,"Red Deer"
PPC044293,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-007,In-Use,"Grand Prairie"
PPC044294,"5-1/8"" 15K Cross(4-Way)",Valves,F1019-2-002,Available,"Grand Prairie"
PPC044296,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-009,In-Use,"Grand Prairie"
PPC044302,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-024,Available,"Grand Prairie"
PPC044291,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-005,Available,"Red Deer"
PPC044301,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-020,Available,"Red Deer"
PPC044292,"5-1/8"" 15K Cross(4-Way)",Valves,F1019-2-003,Available,"Red Deer"
PPC044295,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-004,Available,"Grand Prairie"
PPC044300,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-023,In-Use,"Grand Prairie"
PPC044299,"5-1/8"" 15K Cross(4-Way)",Valves,F28501-1-022,In-Use,"Grand Prairie"
PPC034608,"5-1/8"" 15K Tee(3-Way)",Valves,F26550-1-012,Available,"Red Deer"
PPC041465,"5-1/8"" 15K Tee(3-Way)",Valves,F26531-1-011,In-Use,"Grand Prairie"
PPC041841,"5-1/8"" 15K Tee(3-Way)",Valves,F26550-1-007,Available,"Red Deer"
PPC041929,"5-1/8"" 15K Tee(3-Way)",Valves,F27197-1-006,In-Use,"Grand Prairie"
PPC043231,"5-1/8"" 15K Tee(3-Way)",Valves,F27066-1-003,Available,"Red Deer"
PPC044239,"5-1/8"" 15K Tee(3-Way)",Valves,F27614-1-004,New,"Red Deer"
PPC044240,"5-1/8"" 15K Tee(3-Way)",Valves,F27614-1-006,Available,"Grand Prairie"
PPC044241,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-001,In-Use,"Grand Prairie"
PPC044242,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-002,Available,"Grand Prairie"
PPC044243,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-003,Available,"Grand Prairie"
PPC044244,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-004,Available,"Grand Prairie"
PPC044245,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-005,Available,"Grand Prairie"
PPC044246,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-006,Available,"Grand Prairie"
PPC044247,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-007,New,"Red Deer"
PPC044248,"5-1/8"" 15K Tee(3-Way)",Valves,F1019-1-008,In-Use,"Grand Prairie"
PPC044285,"5-1/8"" 15K Tee(3-Way)",Valves,F27197-1-003,Available,"Grand Prairie"
PPC044286,"5-1/8"" 15K Tee(3-Way)",Valves,F27197-1-002,Available,"Grand Prairie"
PPC044283,"5-1/8"" 15K Tee(3-Way)",Valves,F27066-1-007,Available,"Grand Prairie"
PPC044284,"5-1/8"" 15K Tee(3-Way)",Valves,F26550-1-006,Available,"Grand Prairie"
PPC044271,"5-1/8"" 15K Tee(3-Way)",Valves,F1004-7-004,Available,"Grand Prairie"
PPC044272,"5-1/8"" 15K Tee(3-Way)",Valves,F1004-7-002,In-Use,"Grand Prairie"
PPC044297,"5-1/8"" 15K Tee(3-Way)",Valves,F27066-1-002,Available,"Red Deer"
PPC044298,"5-1/8"" 15K Tee(3-Way)",Valves,F27066-1-001,In-Use,"Grand Prairie"
PPC047887,"5-1/8"" 15K Tee(3-Way)",Valves,26-124-00A005CDZ,New,"Red Deer"
PPC047888,"5-1/8"" 15K Tee(3-Way)",Valves,26-124-00A006CDZ,New,"Red Deer"
Non-PPC002368,"7-1/16"" 10/15K, Service-less, PTFE Combo Seal and Sand Screen",Non-PPC,,Available,"Red Deer"
"PPC 031027","7-1/16"" 10K Tee (3-Way)",Valves,F25138-1-008,Available,Nisku
"PPC 032528","7-1/16"" 10K Tee (3-Way)",Valves,TSPC10757-3-3,Available,Nisku
"PPC 023900","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,1KP60956003,Available,"Grand Prairie"
"PPC 030920","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,F25093-1-001,Available,"Grand Prairie"
"PPC 031542","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,F25138-1-005,Available,"Grand Prairie"
"PPC 031543","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,F25138-1-004,Available,"Grand Prairie"
"PPC 032525","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,TSPC10266-1-3,Available,"Grand Prairie"
"PPC 032465","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,TSPC1075-3-1,Available,"Grand Prairie"
"PPC 032527","7-1/16"" 10K x 4-1/16"" 10K Cross (5-way)",Valves,TSPC10266-1-1,Available,"Grand Prairie"
Non-PPC002765,"7-1/16"" 10K/15K, Sand Plate, Service-less",Non-PPC,,Available,"Red Deer"
PPC042332,"7-1/16"" 15K 90 Swivel",Valves,19005409017.0,Available,"Grand Prairie"
"PPC 001868","7-1/16"" 15K Cross (4-Way)",Valves,1754-17,Available,"Red Deer"
"PPC 020530","7-1/16"" 15K Cross (4-Way)",Valves,S44258,Available,"Red Deer"
"PPC 021424","7-1/16"" 15K Cross (4-Way)",Valves,F23868-1-004,Available,"Red Deer"
"PPC 024223","7-1/16"" 15K Cross (4-Way)",Valves,J7C07-02,Available,"Red Deer"
"PPC 024241","7-1/16"" 15K Cross (4-Way)",Valves,F20617-2-001,Available,"Red Deer"
"PPC 024141","7-1/16"" 15K Cross (4-Way)",Valves,J8650-07,Available,"Grand Prairie"
"PPC 024050","7-1/16"" 15K Cross (4-Way)",Valves,F23513-2-002,Available,"Red Deer"
"PPC 024160","7-1/16"" 15K Cross (4-Way)",Valves,18121428.0,Available,"Red Deer"
"PPC 024049","7-1/16"" 15K Cross (4-Way)",Valves,F16406-1-002,Available,"Red Deer"
"PPC 024142","7-1/16"" 15K Cross (4-Way)",Valves,F20617-2-003,Available,Nisku
"PPC 024239","7-1/16"" 15K Cross (4-Way)",Valves,F20617-2-002,Available,"Grand Prairie"
"PPC 024868","7-1/16"" 15K Cross (4-Way)",Valves,PA8383,Available,"Grand Prairie"
"PPC 024871","7-1/16"" 15K Cross (4-Way)",Valves,PA8377,Available,"Grand Prairie"
"PPC 024877","7-1/16"" 15K Cross (4-Way)",Valves,PA8387,Available,"Grand Prairie"
"PPC 024764","7-1/16"" 15K Cross (4-Way)",Valves,18W185-3-001,Available,"Red Deer"
"PPC 031139","7-1/16"" 15K Cross (4-Way)",Valves,18121441.0,Available,"Grand Prairie"
"PPC 031423","7-1/16"" 15K Cross (4-Way)",Valves,F20447-2-002,Available,"Grand Prairie"
"PPC 031420","7-1/16"" 15K Cross (4-Way)",Valves,18121444.0,Available,"Red Deer"
"PPC 032672","7-1/16"" 15K Cross (4-Way)",Valves,PSSL2057,Available,"Red Deer"
"PPC 033624","7-1/16"" 15K Cross (4-Way)",Valves,18121445.0,Available,"Red Deer"
"PPC 033702","7-1/16"" 15K Cross (4-Way)",Valves,PSSL2047,Available,Nisku
PPC034082,"7-1/16"" 15K Cross (4-Way)",Valves,996-1-011,Available,Nisku
PPC022156,"7-1/16"" 15K Cross (4-Way)",Valves,,Available,"Red Deer"
PPC043947,"7-1/16"" 15K Cross (4-Way)",Valves,18121432.0,Available,"Grand Prairie"
"PPC 020112","7-1/16"" 15K Cross (5-Way)",Valves,F20264-2-003,Available,"Red Deer"
"PPC 021766","7-1/16"" 15K Cross (5-Way)",Valves,A23976-1-010,Available,"Red Deer"
"PPC 021735","7-1/16"" 15K Cross (5-Way)",Valves,A23976-1-007,Available,"Grand Prairie"
"PPC 021990","7-1/16"" 15K Cross (5-Way)",Valves,16212-2,Available,"Red Deer"
"PPC 030709","7-1/16"" 15K Cross (5-Way)",Valves,J8650-09,Available,"Red Deer"
"PPC 031315","7-1/16"" 15K Cross (5-Way)",Valves,F25031-1-009,Available,"Grand Prairie"
"PPC 031109","7-1/16"" 15K Cross (5-Way)",Valves,18W185-3-013,Available,"Grand Prairie"
"PPC 033813","7-1/16"" 15K Cross (5-Way)",Valves,,Available,Nisku
PPC041728,"7-1/16"" 15K Cross (5-Way)",Valves,F26991-1-009,Available,"Red Deer"
PPC043818,"7-1/16"" 15K Cross (5-Way)",Valves,WO17457,Available,"Red Deer"
"PPC 001775","7-1/16"" 15K Tee (3-Way)",Valves,1754-10,Available,"Red Deer"
"PPC 001860","7-1/16"" 15K Tee (3-Way)",Valves,1754-19,In-Use,"Grand Prairie"
"PPC 001861","7-1/16"" 15K Tee (3-Way)",Valves,1754-14,In-Use,"Red Deer"
"PPC 002170","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-019,Available,"Grand Prairie"
"PPC 002776","7-1/16"" 15K Tee (3-Way)",Valves,A3T10082X2,Available,"Grand Prairie"
"PPC 002777","7-1/16"" 15K Tee (3-Way)",Valves,A3T1009X2,In-Use,"Red Deer"
"PPC 001770","7-1/16"" 15K Tee (3-Way)",Valves,1754-8,Available,"Grand Prairie"
"PPC 003224","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-013,In-Use,"Red Deer"
"PPC 001762","7-1/16"" 15K Tee (3-Way)",Valves,1754-7,Available,"Grand Prairie"
"PPC 001778","7-1/16"" 15K Tee (3-Way)",Valves,1754-6,Available,"Grand Prairie"
"PPC 002171","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-005,Available,"Red Deer"
"PPC 002838","7-1/16"" 15K Tee (3-Way)",Valves,A3T1013X2,Available,"Red Deer"
"PPC 003077","7-1/16"" 15K Tee (3-Way)",Valves,J8239-01,Available,"Grand Prairie"
"PPC 003079","7-1/16"" 15K Tee (3-Way)",Valves,J8239-03,In-Use,"Red Deer"
"PPC 003217","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-018,Available,"Grand Prairie"
"PPC 002658","7-1/16"" 15K Tee (3-Way)",Valves,J8205-01,In-Use,"Red Deer"
"PPC 003207","7-1/16"" 15K Tee (3-Way)",Valves,L26126016LW,Available,"Red Deer"
"PPC 003214","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-001,Available,"Grand Prairie"
"PPC 003221","7-1/16"" 15K Tee (3-Way)",Valves,17W431-1-012,Available,"Grand Prairie"
"PPC 003610","7-1/16"" 15K Tee (3-Way)",Valves,1830-22,Available,"Red Deer"
"PPC 003641","7-1/16"" 15K Tee (3-Way)",Valves,1068047-4-005,Available,"Grand Prairie"
"PPC 003543","7-1/16"" 15K Tee (3-Way)",Valves,J8505-04,Available,"Red Deer"
"PPC 004074","7-1/16"" 15K Tee (3-Way)",Valves,J036,Available,"Grand Prairie"
"PPC 004299","7-1/16"" 15K Tee (3-Way)",Valves,J007,In-Use,"Red Deer"
"PPC 004300","7-1/16"" 15K Tee (3-Way)",Valves,J033,Available,Nisku
"PPC 004145","7-1/16"" 15K Tee (3-Way)",Valves,F16534-1-010,Available,"Red Deer"
"PPC 004471","7-1/16"" 15K Tee (3-Way)",Valves,F20085-1-004,In-Use,"Red Deer"
"PPC 004473","7-1/16"" 15K Tee (3-Way)",Valves,F20085-1-007,In-Use,"Red Deer"
"PPC 004552","7-1/16"" 15K Tee (3-Way)",Valves,RT1829-7-03,In-Use,"Red Deer"
"PPC 004748","7-1/16"" 15K Tee (3-Way)",Valves,1913-17,Available,"Grand Prairie"
"PPC 004893","7-1/16"" 15K Tee (3-Way)",Valves,20264-1-010,In-Use,"Grand Prairie"
"PPC 004016","7-1/16"" 15K Tee (3-Way)",Valves,J035,Available,"Grand Prairie"
"PPC 004272","7-1/16"" 15K Tee (3-Way)",Valves,F16778-1-004,Available,"Red Deer"
"PPC 004273","7-1/16"" 15K Tee (3-Way)",Valves,F16778-1-003,Available,"Grand Prairie"
"PPC 004533","7-1/16"" 15K Tee (3-Way)",Valves,F16778-1-012,Available,"Red Deer"
"PPC 004711","7-1/16"" 15K Tee (3-Way)",Valves,1913-31,Available,Nisku
"PPC 004541","7-1/16"" 15K Tee (3-Way)",Valves,F20085-1-005,Available,"Grand Prairie"
"PPC 004629","7-1/16"" 15K Tee (3-Way)",Valves,RT1829-7-08,Available,"Grand Prairie"
"PPC 004663","7-1/16"" 15K Tee (3-Way)",Valves,RT1829-7-04,In-Use,"Grand Prairie"
"PPC 004788","7-1/16"" 15K Tee (3-Way)",Valves,J8860-05,Available,"Grand Prairie"
"PPC 004828","7-1/16"" 15K Tee (3-Way)",Valves,F20264-1-012,Available,"Red Deer"
"PPC 004837","7-1/16"" 15K Tee (3-Way)",Valves,F20264-1-016,Available,"Red Deer"
"PPC 004978","7-1/16"" 15K Tee (3-Way)",Valves,F20264-1-009,Available,"Grand Prairie"
"PPC 020379","7-1/16"" 15K Tee (3-Way)",Valves,F20447-1-019,Available,"Grand Prairie"
"PPC 020397","7-1/16"" 15K Tee (3-Way)",Valves,F20447-1-017,Available,"Grand Prairie"
"PPC 020497","7-1/16"" 15K Tee (3-Way)",Valves,F20447-1-002,In-Use,"Red Deer"
"PPC 020538","7-1/16"" 15K Tee (3-Way)",Valves,F20617-1-003,In-Use,"Red Deer"
"PPC 020808","7-1/16"" 15K Tee (3-Way)",Valves,F23513-1-017,Available,"Red Deer"
"PPC 020498","7-1/16"" 15K Tee (3-Way)",Valves,F20447-1-012,In-Use,"Red Deer"
"PPC 020805","7-1/16"" 15K Tee (3-Way)",Valves,F23550-1-007,Available,Nisku
"PPC 020709","7-1/16"" 15K Tee (3-Way)",Valves,F20617-1-009,In-Use,"Red Deer"
"PPC 020710","7-1/16"" 15K Tee (3-Way)",Valves,F20617-1-005,In-Use,"Red Deer"
"PPC 020898","7-1/16"" 15K Tee (3-Way)",Valves,1XC60552003,Available,"Red Deer"
"PPC 021298","7-1/16"" 15K Tee (3-Way)",Valves,M7116012,Available,"Grand Prairie"
"PPC 020904","7-1/16"" 15K Tee (3-Way)",Valves,1XC60792010,Available,"Grand Prairie"
"PPC 020955","7-1/16"" 15K Tee (3-Way)",Valves,F23513-1-005,Available,"Grand Prairie"
"PPC 020953","7-1/16"" 15K Tee (3-Way)",Valves,F23513-1-002,Available,"Grand Prairie"
"PPC 023404","7-1/16"" 15K Tee (3-Way)",Valves,J002,In-Use,"Red Deer"
"PPC 023663","7-1/16"" 15K Tee (3-Way)",Valves,M26126038LW,Available,"Grand Prairie"
"PPC 023668","7-1/16"" 15K Tee (3-Way)",Valves,K001,Available,"Red Deer"
"PPC 023670","7-1/16"" 15K Tee (3-Way)",Valves,A24381-1-012,Available,"Red Deer"
"PPC 023667","7-1/16"" 15K Tee (3-Way)",Valves,K004,Available,"Grand Prairie"
"PPC 023756","7-1/16"" 15K Tee (3-Way)",Valves,F23875-1-015,Available,Nisku
"PPC 024218","7-1/16"" 15K Tee (3-Way)",Valves,YB19-054-1-10,Available,"Grand Prairie"
"PPC 024225","7-1/16"" 15K Tee (3-Way)",Valves,YB19-054-1-07,Available,"Grand Prairie"
"PPC 024145","7-1/16"" 15K Tee (3-Way)",Valves,1XC60792007,Available,"Grand Prairie"
"PPC 024237","7-1/16"" 15K Tee (3-Way)",Valves,1XC60792011,Available,"Grand Prairie"
"PPC 024865","7-1/16"" 15K Tee (3-Way)",Valves,PA31148,Available,"Red Deer"
"PPC 024767","7-1/16"" 15K Tee (3-Way)",Valves,19102602-002,Available,"Grand Prairie"
"PPC 032468","7-1/16"" 15K Tee (3-Way)",Valves,TSPC10695-1-2,In-Use,"Red Deer"
"PPC 032469","7-1/16"" 15K Tee (3-Way)",Valves,SN/PSSM1187,Available,"Grand Prairie"
"PPC 032470","7-1/16"" 15K Tee (3-Way)",Valves,SN:F16534-1-009,In-Use,"Red Deer"
"PPC 032474","7-1/16"" 15K Tee (3-Way)",Valves,PSSM1180,In-Use,"Red Deer"
"PPC 033709","7-1/16"" 15K Tee (3-Way)",Valves,20181115-10-05,In-Use,"Red Deer"
"PPC 033671","7-1/16"" 15K Tee (3-Way)",Valves,19005402007.0,Available,"Red Deer"
"PPC 033762","7-1/16"" 15K Tee (3-Way)",Valves,PSSL2023,Available,"Red Deer"
PPC033972,"7-1/16"" 15K Tee (3-Way)",Valves,,In-Use,"Red Deer"
PPC033995,"7-1/16"" 15K Tee (3-Way)",Valves,PSSL2037,Available,"Grand Prairie"
PPC034734,"7-1/16"" 15K Tee (3-Way)",Valves,2112609.0,Available,"Grand Prairie"
PPC034787,"7-1/16"" 15K Tee (3-Way)",Valves,2112604.0,Available,"Red Deer"
PPC034878,"7-1/16"" 15K Tee (3-Way)",Valves,M026,Available,"Grand Prairie"
PPC034881,"7-1/16"" 15K Tee (3-Way)",Valves,JPTI220011-03-003,In-Use,"Red Deer"
PPC034886,"7-1/16"" 15K Tee (3-Way)",Valves,26-126-00A009,Available,"Grand Prairie"
PPC040076,"7-1/16"" 15K Tee (3-Way)",Valves,JPTI220011-03-013,In-Use,"Red Deer"
PPC040077,"7-1/16"" 15K Tee (3-Way)",Valves,JPTI220011-03-012,Available,"Red Deer"
PPC040106,"7-1/16"" 15K Tee (3-Way)",Valves,JFSC021028-6-008,Available,"Grand Prairie"
PPC040137,"7-1/16"" 15K Tee (3-Way)",Valves,JFSC021028-6-002,Available,"Grand Prairie"
PPC040138,"7-1/16"" 15K Tee (3-Way)",Valves,JFSC021028-8-008,Available,"Grand Prairie"
PPC040185,"7-1/16"" 15K Tee (3-Way)",Valves,JFSC021028-6-010,Available,Nisku
PPC041138,"7-1/16"" 15K Tee (3-Way)",Valves,ET2022186-1-06,In-Use,"Red Deer"
PPC041504,"7-1/16"" 15K Tee (3-Way)",Valves,2210003.0,Available,"Grand Prairie"
PPC041510,"7-1/16"" 15K Tee (3-Way)",Valves,2210001.0,In-Use,"Red Deer"
PPC041511,"7-1/16"" 15K Tee (3-Way)",Valves,2210002.0,Available,"Red Deer"
PPC041530,"7-1/16"" 15K Tee (3-Way)",Valves,2210008.0,Available,"Red Deer"
PPC041531,"7-1/16"" 15K Tee (3-Way)",Valves,2210007.0,Available,"Grand Prairie"
PPC041538,"7-1/16"" 15K Tee (3-Way)",Valves,F27168-1-006,Available,"Red Deer"
PPC041558,"7-1/16"" 15K Tee (3-Way)",Valves,F27318-1-001,In-Use,"Red Deer"
PPC041775,"7-1/16"" 15K Tee (3-Way)",Valves,F27410-1-001,Available,"Grand Prairie"
PPC041776,"7-1/16"" 15K Tee (3-Way)",Valves,F27410-1-004,Available,"Red Deer"
PPC041785,"7-1/16"" 15K Tee (3-Way)",Valves,F27477-1-007,In-Use,"Red Deer"
PPC041787,"7-1/16"" 15K Tee (3-Way)",Valves,F27477-1-001,In-Use,"Red Deer"
PPC041979,"7-1/16"" 15K Tee (3-Way)",Valves,F27410-1-005,Available,"Grand Prairie"
PPC043145,"7-1/16"" 15K Tee (3-Way)",Valves,F27893-1-002,Available,"Grand Prairie"
PPC043146,"7-1/16"" 15K Tee (3-Way)",Valves,F27893-1-007,Available,"Grand Prairie"
PPC043317,"7-1/16"" 15K Tee (3-Way)",Valves,1911007.0,Available,Nisku
PPC043339,"7-1/16"" 15K Tee (3-Way)",Valves,TSPC1095-1-1,Available,"Red Deer"
PPC044442,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-003,Available,"Red Deer"
PPC044443,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-004,Available,"Red Deer"
PPC044444,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-005,Available,"Grand Prairie"
PPC044445,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-009,New,"Red Deer"
PPC044446,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-027,Available,"Grand Prairie"
PPC044447,"7-1/16"" 15K Tee (3-Way)",Valves,F27893-1-012,Available,"Grand Prairie"
PPC044640,"7-1/16"" 15K Tee (3-Way)",Valves,2301042.0,Available,"Red Deer"
PPC044641,"7-1/16"" 15K Tee (3-Way)",Valves,2301041.0,Available,"Red Deer"
PPC044642,"7-1/16"" 15K Tee (3-Way)",Valves,2301036.0,In-Use,"Red Deer"
PPC044643,"7-1/16"" 15K Tee (3-Way)",Valves,2301035.0,In-Use,"Red Deer"
PPC044644,"7-1/16"" 15K Tee (3-Way)",Valves,2301033.0,Available,"Grand Prairie"
PPC044645,"7-1/16"" 15K Tee (3-Way)",Valves,2301034.0,In-Use,"Red Deer"
PPC044646,"7-1/16"" 15K Tee (3-Way)",Valves,2301037.0,Available,"Red Deer"
PPC044647,"7-1/16"" 15K Tee (3-Way)",Valves,2301038.0,In-Use,"Red Deer"
PPC045121,"7-1/16"" 15K Tee (3-Way)",Valves,F28175-1-024,Available,"Grand Prairie"
PPC045122,"7-1/16"" 15K Tee (3-Way)",Valves,F28175-1-025,Available,"Grand Prairie"
PPC045123,"7-1/16"" 15K Tee (3-Way)",Valves,F28175-1-017,Available,"Grand Prairie"
PPC045124,"7-1/16"" 15K Tee (3-Way)",Valves,F27967-1-020,In-Use,"Red Deer"
PPC045125,"7-1/16"" 15K Tee (3-Way)",Valves,F27967-1-013,Available,"Red Deer"
PPC045126,"7-1/16"" 15K Tee (3-Way)",Valves,F27967-1-014,Available,"Grand Prairie"
PPC045127,"7-1/16"" 15K Tee (3-Way)",Valves,F27967-1-007,Available,"Grand Prairie"
PPC045128,"7-1/16"" 15K Tee (3-Way)",Valves,F28175-1-026,Available,"Grand Prairie"
PPC045129,"7-1/16"" 15K Tee (3-Way)",Valves,F28175-1-016,Available,"Red Deer"
PPC045265,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-014,In-Use,"Red Deer"
PPC045266,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-010,In-Use,"Red Deer"
PPC045267,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-026,In-Use,"Red Deer"
PPC045268,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-006,Available,"Red Deer"
PPC045269,"7-1/16"" 15K Tee (3-Way)",Valves,F27653-1-029,Available,"Grand Prairie"
PPC045270,"7-1/16"" 15K Tee (3-Way)",Valves,F27893-1-010,In-Use,"Red Deer"
PPC045864,"7-1/16"" 15K Tee (3-Way)",Valves,F1009-5-009,Available,"Grand Prairie"
PPC045981,"7-1/16"" 15K Tee (3-Way)",Valves,F27893-1012,Available,"Red Deer"
PPC048327,"7-1/16"" 15K Tee (3-Way)",Valves,85017-3,Available,"Grand Prairie"
"PPC 005097","90 | 2"" 1502",Flowback,W362-981,Available,"Red Deer"
"PPC 010362","90 | 2"" 1502",Flowback,VB304-1731,Available,"Red Deer"
"PPC 011319","90 | 2"" 1502",Flowback,F16167-1-1868,Available,"Red Deer"
"PPC 011580","90 | 2"" 1502",Flowback,VB152-525,Available,"Red Deer"
"PPC 011628","90 | 2"" 1502",Flowback,VB075-536,Available,"Red Deer"
"PPC 016831","90 | 2"" 1502",Flowback,BV129,Available,"Red Deer"
"PPC 018008","90 | 2"" 1502",Flowback,VB279-2536,Available,"Red Deer"
PPC027403,"90 | 2"" 1502",Flowback,VB598-134,Available,"Red Deer"
PPC027784,"90 | 2"" 1502",Flowback,VB304-744,Available,"Red Deer"
PPC027857,"90 | 2"" 1502",Flowback,VB598-1703,Available,"Red Deer"
PPC027880,"90 | 2"" 1502",Flowback,VB598-1707,Available,"Red Deer"
PPC028465,"90 | 2"" 1502",Flowback,39641-PRI,Available,"Red Deer"
PPC028948,"90 | 2"" 1502",Flowback,VB502-1734,Available,"Red Deer"
PPC029249,"90 | 2"" 1502",Flowback,VB909-28,Available,"Red Deer"
"PPC 001098","Accumulator Hydraulic",Valves,M042517,Available,"Grand Prairie"
"PPC 003924","Accumulator Hydraulic",Valves,M054818,Available,"Red Deer"
"PPC 020542","Accumulator Hydraulic",Valves,M071919,Available,"Red Deer"
"PPC 020544","Accumulator Hydraulic",Valves,M066119,Available,"Red Deer"
"PPC 030421","Accumulator Hydraulic",Valves,M111714,Available,"Red Deer"
PPC043932,"Accumulator Hydraulic",Valves,M122921,Available,"Red Deer"
PPC044025,"Accumulator Hydraulic",Valves,M017221,New,"Red Deer"
PPC044026,"Accumulator Hydraulic",Valves,M102012,New,"Red Deer"
PPC044200,"Accumulator Hydraulic",Valves,M071217,Available,"Red Deer"
PPC044203,"Accumulator Hydraulic",Valves,M103414,Available,"Red Deer"
PPC044454,"Accumulator Hydraulic",Valves,M125317,Available,"Red Deer"
PPC048376,"Accumulator Hydraulic",Valves,N/A,New,"Red Deer"
PPC048731,"Accumulator Hydraulic",Valves,N/A,New,"Red Deer"
PPC043859,"Accumulator Pod",Valves,3559-B,Available,"Red Deer"
PPC044016,"Accumulator Pod",Valves,3586C,Available,"Red Deer"
"PPC 026979","Adapter | 3"" 1502 Thread x 2"" 1502 Wing",Flowback,VB389-110,Available,"Red Deer"
PPC044522,"Blender Block | 8"" x 4""",Valves,EE-11923-01-8,Available,"Red Deer"
PPC044521,"Blender Block | 8"" x 4""",Valves,EE-11923-01-6,Available,"Red Deer"
"PPC 016396","Bonnet | 2"" 1502",Flowback,Y733-3,Available,"Red Deer"
"PPC 018794","Bonnet | 2"" 1502",Flowback,FB328,Available,"Red Deer"
"PPC 026827","Bonnet | 2"" 1502",Flowback,01421108-002-18,Available,"Red Deer"
"PPC 013860","BONNET | 3"" 1502",Flowback,UNKNOWN,Available,"Red Deer"
"PPC 014176","BONNET | 3"" 1502",Flowback,"NO SN",Available,"Red Deer"
"PPC 014177","BONNET | 3"" 1502",Flowback,"NO SN",Available,"Red Deer"
