id,name,category,sn,status,location
PPC044636,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,ET2022074-1-06,Available,"Grand Prairie"
PPC044637,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,ET2022074-1-07,Available,"Grand Prairie"
PPC044638,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,ET2022074-1-08,Available,"Red Deer"
PPC044639,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,ET2022074-1-05,Available,"Red Deer"
PPC044672,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,SYS22094LS-3-005,Available,"Red Deer"
PPC044673,"Spool Adapter | 5-1/8"" 15K x 5-1/8"" 10K",Valves,SYS22094LS-3-008,Available,"Red Deer"
"PPC 004414","Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,MA05405006,Available,"Grand Prairie"
"PPC 004418","Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,MA5405016,Available,"Grand Prairie"
"PPC 020042","Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,I20152-2-013,Available,"Grand Prairie"
"PPC 020104","Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,120152-2-018,Available,"Red Deer"
"PPC 020043","Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,I20152-2-014,Available,"Grand Prairie"
PPC043245,"Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,10360-1-4,Available,"Red Deer"
PPC045897,"Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,TSPC103-16-1-2,Available,"Grand Prairie"
PPC045898,"Spool Adapter | 7-1/16"" 10K x 5-1/8"" 10K",Valves,J4872-06,Available,"Grand Prairie"
PPC044083,"Spool Adapter | 7-1/16"" 15K x 3-1/16"" 15K",Valves,F266X-1-035,New,"Red Deer"
"PPC 004633","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,20-134-00A,Available,"Red Deer"
"PPC 004807","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,1528-37,Available,"Red Deer"
"PPC 004930","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,1528-76,Available,"Grand Prairie"
"PPC 020366","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,120619-1-024,Available,"Red Deer"
"PPC 021120","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,23552-1-016,Available,"Red Deer"
"PPC 021127","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,23552-1-012,Available,"Red Deer"
"PPC 021312","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,23552-1-007,Available,"Red Deer"
"PPC 021652","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,23552-1-004,Available,"Grand Prairie"
"PPC 021782","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C543F,Available,"Grand Prairie"
"PPC 021682","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C563F,Available,"Red Deer"
"PPC 021919","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C873F,In-Use,"Red Deer"
"PPC 021945","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C576F,Available,"Grand Prairie"
"PPC 022066","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C600F,Available,"Red Deer"
"PPC 022315","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-010,Available,"Red Deer"
"PPC 022370","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-023,Available,"Red Deer"
"PPC 022067","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C598F,Available,"Grand Prairie"
"PPC 022065","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C597F,Available,"Grand Prairie"
"PPC 022367","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-021,Available,"Red Deer"
"PPC 022430","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-019,Available,"Red Deer"
"PPC 022432","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-015,Available,"Red Deer"
"PPC 022064","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,H169C599F,Available,"Red Deer"
"PPC 024696","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,A24021-2-004,Available,"Red Deer"
"PPC 031282","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,ET2020012-3-08,Available,"Red Deer"
"PPC 031279","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,ET2020012-3-07,Available,"Grand Prairie"
"PPC 031278","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,1069780-3-E002,Available,"Red Deer"
"PPC 031303","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,8AZ652722014,Available,"Red Deer"
"PPC 031304","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,8AZ652722012,Available,"Red Deer"
"PPC 032502","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,1528-69,Available,"Grand Prairie"
"PPC 033759","Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,PSSL2216,Available,"Grand Prairie"
PPC040375,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F26617-1-009,Available,"Red Deer"
PPC040383,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,1528-66,In-Use,"Red Deer"
PPC041006,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F26617-1-035,Available,"Red Deer"
PPC041651,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F26671-1-001,Available,"Red Deer"
PPC041845,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F26671-1-007,Available,"Grand Prairie"
PPC042480,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F27300-1-018,Available,"Red Deer"
PPC042532,"Spool Adapter | 7-1/16"" 15K x 4-1/16"" 15K",Valves,F27300-1-023,Available,"Grand Prairie"
"PPC 001236","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,EE8204,Available,"Grand Prairie"
"PPC 001078","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,,Available,"Grand Prairie"
"PPC 003842","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,L17273011,Available,"Grand Prairie"
"PPC 003846","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,L17273010,Available,"Grand Prairie"
"PPC 004642","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,17-123-00A-AZJ0867XZ,Available,"Grand Prairie"
"PPC 004316","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,I16693-4-08,In-Use,"Red Deer"
"PPC 004936","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,20202-3-023,In-Use,"Red Deer"
"PPC 031346","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F25042-1-016,Available,"Grand Prairie"
"PPC 031377","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,64985-17,In-Use,"Red Deer"
"PPC 031242","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F25006-1-014,Available,"Grand Prairie"
"PPC 031240","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F25006-1-013,Available,"Grand Prairie"
"PPC 031396","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F25402-1-001,Available,"Grand Prairie"
"PPC 032929","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,PSSL2221,Available,"Grand Prairie"
"PPC 033379","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,8JJW681583002,Available,"Grand Prairie"
"PPC 033383","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,8JJW681583013,Available,"Red Deer"
"PPC 033754","Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,8AZ65732007,Available,"Grand Prairie"
PPC033936,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,H169C273F,Available,"Grand Prairie"
PPC033975,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,LB18-163-1-23,Available,"Red Deer"
PPC033989,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,H26004-1-010,Available,"Red Deer"
PPC034157,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F25499-1-003,Available,"Red Deer"
PPC040118,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,H26712-1-012,In-Use,"Red Deer"
PPC040873,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,H26004-1-011,In-Use,"Red Deer"
PPC045143,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28194-1-001,Available,"Grand Prairie"
PPC045144,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28194-1-002,Available,"Grand Prairie"
PPC045145,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28194-1-003,Available,"Grand Prairie"
PPC045146,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28194-1-004,Available,"Grand Prairie"
PPC045147,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-001,In-Use,"Red Deer"
PPC045148,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-002,In-Use,"Red Deer"
PPC045149,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-003,In-Use,"Red Deer"
PPC045150,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-004,Available,"Grand Prairie"
PPC045151,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-021,Available,"Grand Prairie"
PPC045152,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-022,Available,"Grand Prairie"
PPC045153,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-023,Available,"Grand Prairie"
PPC045154,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-024,Available,"Grand Prairie"
PPC045155,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-017,Available,"Grand Prairie"
PPC045156,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-018,Available,"Grand Prairie"
PPC045157,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-019,Available,"Red Deer"
PPC045158,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27554-1-020,In-Use,"Red Deer"
PPC045263,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-005,In-Use,"Red Deer"
PPC045264,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F1004-8-006,Available,"Grand Prairie"
PPC045370,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-009,In-Use,"Red Deer"
PPC045371,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-011,Available,"Grand Prairie"
PPC045372,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-012,In-Use,"Red Deer"
PPC045373,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-010,Available,"Grand Prairie"
PPC045374,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-018,Available,"Red Deer"
PPC045375,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-020,In-Use,"Red Deer"
PPC045376,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-017,Available,"Grand Prairie"
PPC045377,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-019,Available,"Grand Prairie"
PPC045378,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-024,Available,"Grand Prairie"
PPC045379,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-023,Available,"Grand Prairie"
PPC045380,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-022,Available,"Grand Prairie"
PPC045381,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F28794-1-021,Available,"Grand Prairie"
PPC045382,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-008,Available,"Grand Prairie"
PPC045383,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-005,Available,"Grand Prairie"
PPC045384,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-006,In-Use,"Red Deer"
PPC045385,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F27633-1-007,Available,"Grand Prairie"
PPC045768,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,"IAS715X5X5L16 - 2403005",In-Use,"Red Deer"
PPC045774,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801011.0,Available,"Grand Prairie"
PPC045778,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801015.0,Available,"Red Deer"
PPC045781,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2023102-1-18,Available,"Grand Prairie"
PPC045771,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,"IAS715X5X5L16 - 2403008",Available,"Grand Prairie"
PPC045776,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801013.0,Available,"Red Deer"
PPC045777,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801014.0,Available,"Red Deer"
PPC045782,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2023102-1-19,In-Use,"Red Deer"
PPC045772,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801009.0,Available,"Grand Prairie"
PPC045773,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801010.0,Available,"Red Deer"
PPC045779,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801016.0,Available,"Red Deer"
PPC045780,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2023102-1-17,Available,"Red Deer"
PPC045769,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,"IAS715X5X5L16 - 2403006",In-Use,"Red Deer"
PPC045770,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,"IAS715X5X5L16 - 2403007",Available,"Red Deer"
PPC045775,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,230801012.0,Available,"Red Deer"
PPC045783,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2023102-1-20,Available,"Red Deer"
PPC045862,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2308016.0,Available,"Grand Prairie"
PPC045863,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,2308015.0,In-Use,"Red Deer"
PPC046087,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F26916-1-017,Available,"Grand Prairie"
PPC046088,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F26169-1-020,Available,"Grand Prairie"
PPC046333,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29246-1-025,Available,"Red Deer"
PPC046334,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29246-1-012,Available,"Red Deer"
PPC046335,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29246-1-011,In-Use,"Red Deer"
PPC046336,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29246-1-010,In-Use,"Red Deer"
PPC046337,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29246-1-013,Available,"Red Deer"
PPC046883,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406015,In-Use,"Red Deer"
PPC046884,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406016,Available,"Red Deer"
PPC046885,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406021,Available,"Grand Prairie"
PPC046886,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406022,In-Use,"Red Deer"
PPC046887,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406023,In-Use,"Red Deer"
PPC046888,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-160-2406024,Available,"Grand Prairie"
PPC046889,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-164-2406037,New,"Red Deer"
PPC046890,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-164-2406038,New,"Red Deer"
PPC046891,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-164-2406039,New,"Red Deer"
PPC046892,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,JL-164-2406040,New,"Red Deer"
PPC047339,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29930-1-001,Available,"Red Deer"
PPC047340,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,,Available,"Red Deer"
PPC047341,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,F29930-1-003,Available,"Red Deer"
PPC047342,"Spool Adapter | 7-1/16"" 15K x 5-1/8"" 15K",Valves,,Available,"Red Deer"
PPC048681,"Spool Adapter | 7-1/16"" 15K x 7-1/16"" 10K",Valves,35-160-00A034CD,New,"Grand Prairie"
PPC045700,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309001",Available,"Grand Prairie"
PPC045701,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309003",Available,"Grand Prairie"
PPC045703,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309006",Available,"Red Deer"
PPC045704,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309007",Available,"Grand Prairie"
PPC045702,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309005",Available,"Grand Prairie"
PPC045705,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309008",Available,"Red Deer"
PPC045706,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309009",Available,"Grand Prairie"
PPC045707,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,"ISS315L10 - 2309010",In-Use,"Red Deer"
PPC046528,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-148-2311001,Available,"Grand Prairie"
PPC046529,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-148-2311002,New,"Red Deer"
PPC046530,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-148-2311003,New,"Red Deer"
PPC046531,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-148-2311004,New,"Red Deer"
PPC047136,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410001,New,"Red Deer"
PPC047137,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410002,In-Use,"Red Deer"
PPC047138,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410003,New,"Red Deer"
PPC047139,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410004,In-Use,"Red Deer"
PPC047140,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410005,In-Use,"Red Deer"
PPC047141,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410006,New,"Red Deer"
PPC047142,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410007,In-Use,"Red Deer"
PPC047143,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410008,New,"Red Deer"
PPC047144,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410009,New,"Red Deer"
PPC047145,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410010,New,"Red Deer"
PPC047146,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410011,New,"Red Deer"
PPC047147,"Spool Spacer | 3-1/16"" 15K | 10""",Valves,JL-173-2410012,New,"Red Deer"
PPC044481,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,F1004-9-002,In-Use,"Red Deer"
PPC044482,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,F1004-9-005,In-Use,"Red Deer"
PPC044483,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,F1004-9-006,Available,"Grand Prairie"
PPC045710,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311027",Available,"Red Deer"
PPC045713,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311030",Available,"Red Deer"
PPC045715,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309002",Available,"Grand Prairie"
PPC045717,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309004",In-Use,"Red Deer"
PPC045718,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309005",Available,"Red Deer"
PPC045708,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311025",In-Use,"Red Deer"
PPC045711,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311028",Available,"Grand Prairie"
PPC045716,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309003",Available,"Red Deer"
PPC045719,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309006",In-Use,"Red Deer"
PPC045712,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311029",Available,"Grand Prairie"
PPC045714,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309001",Available,"Red Deer"
PPC045720,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309007",Available,"Grand Prairie"
PPC045709,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2311026",Available,"Red Deer"
PPC045722,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309009",Available,"Red Deer"
PPC045723,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309010",Available,"Red Deer"
PPC045724,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309011",Available,"Grand Prairie"
PPC045725,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309012",Available,"Red Deer"
PPC045721,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,"ISS315L12 - 2309008",Available,"Red Deer"
PPC046532,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306001,In-Use,"Red Deer"
PPC046533,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306002,New,"Red Deer"
PPC046534,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306003,In-Use,"Red Deer"
PPC046535,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306004,Available,"Grand Prairie"
PPC046536,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306006,New,"Red Deer"
PPC046537,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306008,Available,"Grand Prairie"
PPC046538,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-135-2306010,New,"Red Deer"
PPC047132,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-145-2311019,In-Use,"Red Deer"
PPC047133,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-145-2311005,Available,"Red Deer"
PPC047134,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-145-2311022,Available,"Red Deer"
PPC047135,"Spool Spacer | 3-1/16"" 15K | 12""",Valves,JL-145-2311020,Available,"Red Deer"
PPC045669,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309005",Available,"Grand Prairie"
PPC045671,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309007",Available,"Red Deer"
PPC045673,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309009",Available,"Red Deer"
PPC045680,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310006",Available,"Red Deer"
PPC045682,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2304008",Available,"Grand Prairie"
PPC045667,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309003",Available,"Grand Prairie"
PPC045670,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309006",Available,"Grand Prairie"
PPC045674,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309010",Available,"Red Deer"
PPC045678,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310004",In-Use,"Red Deer"
PPC045681,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2304007",Available,"Grand Prairie"
PPC045665,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309001",Available,"Grand Prairie"
PPC045672,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309008",Available,"Grand Prairie"
PPC045675,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310001",Available,"Grand Prairie"
PPC045676,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310002",Available,"Red Deer"
PPC045677,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310003",Available,"Grand Prairie"
PPC045679,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2310005",Available,"Red Deer"
PPC045683,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2304010",In-Use,"Red Deer"
PPC045668,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,"ISS315L120 - 2309004",Available,"Red Deer"
PPC046500,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,2406009.0,In-Use,"Red Deer"
PPC046501,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,2406010.0,In-Use,"Red Deer"
PPC046502,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,2406011.0,In-Use,"Red Deer"
PPC046503,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,2406012.0,In-Use,"Red Deer"
PPC046504,"Spool Spacer | 3-1/16"" 15K | 120""",Valves,2406013.0,In-Use,"Red Deer"
